Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
270.21	1.2906e-05	766.49	0.0013047	-94.232	-94.232	-251.08	292.87	362.75	1397.7	-0.045022	2434.2	0.14221	0.027348	9.7847e-05	10220.	-32.067	-29.820	-12.703	249.18	257.50	116.75	29.532	3.9331	0.0070524
270.27	1.2989e-05	766.44	0.0013047	-94.210	-94.210	-250.99	292.91	362.77	1397.5	-0.045018	2430.6	0.14220	0.027343	9.8457e-05	10157.	-32.052	-29.805	-12.699	249.22	257.54	116.76	29.503	3.9341	0.0070556
270.33	1.3073e-05	766.39	0.0013048	-94.188	-94.188	-250.91	292.94	362.80	1397.2	-0.045013	2426.9	0.14218	0.027338	9.9070e-05	10094.	-32.037	-29.789	-12.695	249.27	257.58	116.77	29.473	3.9351	0.0070588
270.39	1.3157e-05	766.35	0.0013049	-94.166	-94.166	-250.83	292.97	362.83	1396.9	-0.045009	2423.3	0.14217	0.027332	9.9686e-05	10031.	-32.022	-29.774	-12.690	249.31	257.63	116.78	29.443	3.9360	0.0070620
270.46	1.3242e-05	766.30	0.0013050	-94.144	-94.144	-250.75	293.01	362.86	1396.7	-0.045004	2419.6	0.14215	0.027327	0.00010031	9969.5	-32.007	-29.758	-12.686	249.36	257.67	116.80	29.414	3.9370	0.0070652
270.52	1.3327e-05	766.26	0.0013050	-94.122	-94.122	-250.67	293.04	362.88	1396.4	-0.044999	2416.0	0.14213	0.027322	0.00010093	9907.9	-31.991	-29.742	-12.681	249.40	257.72	116.81	29.384	3.9380	0.0070684
270.58	1.3413e-05	766.21	0.0013051	-94.100	-94.100	-250.59	293.08	362.91	1396.1	-0.044995	2412.4	0.14212	0.027317	0.00010156	9846.7	-31.976	-29.727	-12.677	249.44	257.76	116.82	29.355	3.9390	0.0070716
270.64	1.3499e-05	766.17	0.0013052	-94.078	-94.078	-250.51	293.11	362.94	1395.9	-0.044990	2408.8	0.14210	0.027312	0.00010219	9785.9	-31.961	-29.711	-12.672	249.49	257.80	116.84	29.325	3.9399	0.0070748
270.70	1.3586e-05	766.12	0.0013053	-94.056	-94.056	-250.42	293.14	362.97	1395.6	-0.044986	2405.1	0.14209	0.027306	0.00010282	9725.6	-31.946	-29.695	-12.668	249.53	257.85	116.85	29.296	3.9409	0.0070780
270.76	1.3673e-05	766.07	0.0013054	-94.034	-94.034	-250.34	293.18	362.99	1395.3	-0.044981	2401.6	0.14207	0.027301	0.00010346	9665.6	-31.931	-29.680	-12.663	249.58	257.89	116.86	29.266	3.9419	0.0070812
270.82	1.3761e-05	766.03	0.0013054	-94.012	-94.012	-250.26	293.21	363.02	1395.1	-0.044977	2398.0	0.14206	0.027296	0.00010410	9606.1	-31.916	-29.664	-12.659	249.62	257.94	116.87	29.237	3.9428	0.0070844
270.88	1.3850e-05	765.98	0.0013055	-93.989	-93.989	-250.18	293.25	363.05	1394.8	-0.044972	2394.4	0.14204	0.027291	0.00010475	9547.0	-31.901	-29.648	-12.654	249.66	257.98	116.89	29.208	3.9438	0.0070876
270.94	1.3939e-05	765.94	0.0013056	-93.967	-93.967	-250.10	293.28	363.08	1394.5	-0.044967	2390.8	0.14203	0.027285	0.00010539	9488.2	-31.886	-29.633	-12.650	249.71	258.02	116.90	29.178	3.9448	0.0070908
271.00	1.4028e-05	765.89	0.0013057	-93.945	-93.945	-250.02	293.31	363.10	1394.3	-0.044963	2387.3	0.14201	0.027280	0.00010605	9429.9	-31.870	-29.617	-12.645	249.75	258.07	116.91	29.149	3.9458	0.0070940
271.06	1.4118e-05	765.85	0.0013057	-93.923	-93.923	-249.94	293.35	363.13	1394.0	-0.044958	2383.7	0.14199	0.027275	0.00010670	9371.9	-31.855	-29.601	-12.641	249.80	258.11	116.92	29.120	3.9467	0.0070972
271.12	1.4208e-05	765.80	0.0013058	-93.901	-93.901	-249.86	293.38	363.16	1393.7	-0.044954	2380.2	0.14198	0.027270	0.00010736	9314.3	-31.840	-29.586	-12.636	249.84	258.16	116.94	29.091	3.9477	0.0071004
271.18	1.4299e-05	765.76	0.0013059	-93.879	-93.879	-249.77	293.42	363.19	1393.5	-0.044949	2376.6	0.14196	0.027265	0.00010802	9257.1	-31.825	-29.570	-12.631	249.88	258.20	116.95	29.061	3.9487	0.0071036
271.24	1.4391e-05	765.71	0.0013060	-93.857	-93.857	-249.69	293.45	363.22	1393.2	-0.044944	2373.1	0.14195	0.027259	0.00010869	9200.3	-31.810	-29.555	-12.626	249.93	258.24	116.96	29.032	3.9497	0.0071068
271.30	1.4483e-05	765.66	0.0013061	-93.835	-93.835	-249.61	293.48	363.24	1392.9	-0.044940	2369.6	0.14193	0.027254	0.00010936	9143.9	-31.795	-29.539	-12.622	249.97	258.29	116.98	29.003	3.9506	0.0071100
271.37	1.4575e-05	765.62	0.0013061	-93.813	-93.813	-249.53	293.52	363.27	1392.7	-0.044935	2366.1	0.14192	0.027249	0.00011004	9087.9	-31.779	-29.523	-12.617	250.02	258.33	116.99	28.974	3.9516	0.0071132
271.43	1.4668e-05	765.57	0.0013062	-93.791	-93.791	-249.45	293.55	363.30	1392.4	-0.044930	2362.6	0.14190	0.027244	0.00011072	9032.2	-31.764	-29.507	-12.612	250.06	258.38	117.00	28.945	3.9526	0.0071164
271.49	1.4762e-05	765.53	0.0013063	-93.769	-93.769	-249.37	293.59	363.33	1392.1	-0.044926	2359.1	0.14188	0.027238	0.00011140	8976.9	-31.749	-29.492	-12.607	250.11	258.42	117.01	28.916	3.9536	0.0071196
271.55	1.4856e-05	765.48	0.0013064	-93.747	-93.747	-249.29	293.62	363.35	1391.9	-0.044921	2355.6	0.14187	0.027233	0.00011208	8921.9	-31.734	-29.476	-12.602	250.15	258.46	117.03	28.887	3.9545	0.0071228
271.61	1.4951e-05	765.44	0.0013064	-93.725	-93.725	-249.21	293.65	363.38	1391.6	-0.044917	2352.1	0.14185	0.027228	0.00011277	8867.4	-31.719	-29.460	-12.598	250.19	258.51	117.04	28.858	3.9555	0.0071260
271.67	1.5046e-05	765.39	0.0013065	-93.703	-93.703	-249.12	293.69	363.41	1391.3	-0.044912	2348.6	0.14184	0.027223	0.00011347	8813.2	-31.704	-29.445	-12.593	250.24	258.55	117.05	28.830	3.9565	0.0071292
271.73	1.5142e-05	765.35	0.0013066	-93.681	-93.681	-249.04	293.72	363.44	1391.1	-0.044907	2345.2	0.14182	0.027217	0.00011416	8759.3	-31.688	-29.429	-12.588	250.28	258.60	117.06	28.801	3.9574	0.0071324
271.79	1.5239e-05	765.30	0.0013067	-93.659	-93.659	-248.96	293.76	363.47	1390.8	-0.044903	2341.7	0.14181	0.027212	0.00011487	8705.9	-31.673	-29.413	-12.583	250.33	258.64	117.08	28.772	3.9584	0.0071357
271.85	1.5336e-05	765.25	0.0013068	-93.637	-93.637	-248.88	293.79	363.49	1390.5	-0.044898	2338.2	0.14179	0.027207	0.00011557	8652.7	-31.658	-29.398	-12.578	250.37	258.69	117.09	28.743	3.9594	0.0071389
271.91	1.5433e-05	765.21	0.0013068	-93.615	-93.615	-248.80	293.83	363.52	1390.3	-0.044893	2334.8	0.14178	0.027202	0.00011628	8600.0	-31.643	-29.382	-12.573	250.41	258.73	117.10	28.714	3.9604	0.0071421
271.97	1.5531e-05	765.16	0.0013069	-93.593	-93.593	-248.72	293.86	363.55	1390.0	-0.044889	2331.4	0.14176	0.027197	0.00011699	8547.5	-31.628	-29.366	-12.568	250.46	258.77	117.12	28.686	3.9613	0.0071453
272.03	1.5630e-05	765.12	0.0013070	-93.571	-93.571	-248.64	293.89	363.58	1389.8	-0.044884	2328.0	0.14174	0.027191	0.00011771	8495.5	-31.612	-29.351	-12.563	250.50	258.82	117.13	28.657	3.9623	0.0071485
272.09	1.5729e-05	765.07	0.0013071	-93.549	-93.549	-248.56	293.93	363.60	1389.5	-0.044879	2324.5	0.14173	0.027186	0.00011843	8443.7	-31.597	-29.335	-12.558	250.55	258.86	117.14	28.629	3.9633	0.0071517
272.15	1.5829e-05	765.03	0.0013071	-93.527	-93.527	-248.48	293.96	363.63	1389.2	-0.044875	2321.1	0.14171	0.027181	0.00011916	8392.3	-31.582	-29.319	-12.553	250.59	258.91	117.15	28.600	3.9643	0.0071550
272.21	1.5930e-05	764.98	0.0013072	-93.505	-93.505	-248.39	294.00	363.66	1389.0	-0.044870	2317.7	0.14170	0.027176	0.00011989	8341.3	-31.567	-29.304	-12.547	250.63	258.95	117.17	28.571	3.9652	0.0071582
272.28	1.6031e-05	764.94	0.0013073	-93.482	-93.482	-248.31	294.03	363.69	1388.7	-0.044865	2314.3	0.14168	0.027170	0.00012062	8290.6	-31.552	-29.288	-12.542	250.68	258.99	117.18	28.543	3.9662	0.0071614
272.34	1.6132e-05	764.89	0.0013074	-93.460	-93.460	-248.23	294.06	363.72	1388.4	-0.044861	2311.0	0.14167	0.027165	0.00012136	8240.2	-31.536	-29.272	-12.537	250.72	259.04	117.19	28.514	3.9672	0.0071646
272.40	1.6234e-05	764.84	0.0013075	-93.438	-93.438	-248.15	294.10	363.74	1388.2	-0.044856	2307.6	0.14165	0.027160	0.00012210	8190.2	-31.521	-29.256	-12.532	250.77	259.08	117.20	28.486	3.9682	0.0071678
272.46	1.6337e-05	764.80	0.0013075	-93.416	-93.416	-248.07	294.13	363.77	1387.9	-0.044851	2304.2	0.14164	0.027155	0.00012284	8140.5	-31.506	-29.241	-12.527	250.81	259.13	117.22	28.458	3.9691	0.0071711
272.52	1.6440e-05	764.75	0.0013076	-93.394	-93.394	-247.99	294.17	363.80	1387.6	-0.044847	2300.8	0.14162	0.027149	0.00012359	8091.1	-31.491	-29.225	-12.521	250.86	259.17	117.23	28.429	3.9701	0.0071743
272.58	1.6544e-05	764.71	0.0013077	-93.372	-93.372	-247.91	294.20	363.83	1387.4	-0.044842	2297.5	0.14160	0.027144	0.00012435	8042.1	-31.476	-29.209	-12.516	250.90	259.22	117.24	28.401	3.9711	0.0071775
272.64	1.6649e-05	764.66	0.0013078	-93.350	-93.350	-247.83	294.24	363.86	1387.1	-0.044837	2294.1	0.14159	0.027139	0.00012510	7993.3	-31.460	-29.193	-12.511	250.94	259.26	117.26	28.373	3.9721	0.0071807
272.70	1.6754e-05	764.62	0.0013078	-93.328	-93.328	-247.75	294.27	363.88	1386.8	-0.044833	2290.8	0.14157	0.027134	0.00012587	7944.9	-31.445	-29.178	-12.505	250.99	259.30	117.27	28.344	3.9730	0.0071840
272.76	1.6860e-05	764.57	0.0013079	-93.306	-93.306	-247.67	294.30	363.91	1386.6	-0.044828	2287.5	0.14156	0.027129	0.00012663	7896.9	-31.430	-29.162	-12.500	251.03	259.35	117.28	28.316	3.9740	0.0071872
272.82	1.6966e-05	764.53	0.0013080	-93.284	-93.284	-247.58	294.34	363.94	1386.3	-0.044823	2284.2	0.14154	0.027123	0.00012740	7849.1	-31.415	-29.146	-12.495	251.08	259.39	117.29	28.288	3.9750	0.0071904
272.88	1.7073e-05	764.48	0.0013081	-93.262	-93.262	-247.50	294.37	363.97	1386.0	-0.044819	2280.8	0.14153	0.027118	0.00012818	7801.6	-31.399	-29.131	-12.489	251.12	259.44	117.31	28.260	3.9760	0.0071936
272.94	1.7181e-05	764.43	0.0013082	-93.240	-93.240	-247.42	294.41	364.00	1385.8	-0.044814	2277.5	0.14151	0.027113	0.00012896	7754.5	-31.384	-29.115	-12.484	251.17	259.48	117.32	28.232	3.9769	0.0071969
273.00	1.7289e-05	764.39	0.0013082	-93.218	-93.218	-247.34	294.44	364.02	1385.5	-0.044809	2274.2	0.14150	0.027108	0.00012974	7707.7	-31.369	-29.099	-12.478	251.21	259.52	117.33	28.204	3.9779	0.0072001
273.06	1.7398e-05	764.34	0.0013083	-93.195	-93.195	-247.26	294.48	364.05	1385.2	-0.044805	2270.9	0.14148	0.027102	0.00013053	7661.2	-31.354	-29.083	-12.473	251.25	259.57	117.34	28.175	3.9789	0.0072033
273.12	1.7507e-05	764.30	0.0013084	-93.173	-93.173	-247.18	294.51	364.08	1385.0	-0.044800	2267.6	0.14146	0.027097	0.00013132	7615.0	-31.338	-29.068	-12.467	251.30	259.61	117.36	28.147	3.9798	0.0072066
273.19	1.7617e-05	764.25	0.0013085	-93.151	-93.151	-247.10	294.55	364.11	1384.7	-0.044795	2264.4	0.14145	0.027092	0.00013212	7569.1	-31.323	-29.052	-12.462	251.34	259.66	117.37	28.119	3.9808	0.0072098
273.25	1.7728e-05	764.21	0.0013085	-93.129	-93.129	-247.02	294.58	364.14	1384.5	-0.044791	2261.1	0.14143	0.027087	0.00013292	7523.4	-31.308	-29.036	-12.456	251.39	259.70	117.38	28.092	3.9818	0.0072130
273.31	1.7839e-05	764.16	0.0013086	-93.107	-93.107	-246.94	294.61	364.17	1384.2	-0.044786	2257.8	0.14142	0.027081	0.00013372	7478.1	-31.293	-29.020	-12.451	251.43	259.75	117.40	28.064	3.9828	0.0072163
273.37	1.7951e-05	764.12	0.0013087	-93.085	-93.085	-246.86	294.65	364.19	1383.9	-0.044781	2254.6	0.14140	0.027076	0.00013453	7433.1	-31.277	-29.005	-12.445	251.48	259.79	117.41	28.036	3.9837	0.0072195
273.43	1.8064e-05	764.07	0.0013088	-93.063	-93.063	-246.78	294.68	364.22	1383.7	-0.044776	2251.3	0.14139	0.027071	0.00013535	7388.4	-31.262	-28.989	-12.439	251.52	259.83	117.42	28.008	3.9847	0.0072228
273.49	1.8177e-05	764.03	0.0013089	-93.041	-93.041	-246.70	294.72	364.25	1383.4	-0.044772	2248.1	0.14137	0.027066	0.00013617	7344.0	-31.247	-28.973	-12.434	251.56	259.88	117.43	27.980	3.9857	0.0072260
273.55	1.8291e-05	763.98	0.0013089	-93.019	-93.019	-246.61	294.75	364.28	1383.1	-0.044767	2244.9	0.14136	0.027061	0.00013699	7299.9	-31.232	-28.957	-12.428	251.61	259.92	117.45	27.952	3.9867	0.0072292
273.61	1.8406e-05	763.93	0.0013090	-92.997	-92.997	-246.53	294.79	364.31	1382.9	-0.044762	2241.6	0.14134	0.027055	0.00013782	7256.0	-31.216	-28.941	-12.422	251.65	259.97	117.46	27.925	3.9876	0.0072325
273.67	1.8521e-05	763.89	0.0013091	-92.975	-92.975	-246.45	294.82	364.34	1382.6	-0.044758	2238.4	0.14133	0.027050	0.00013865	7212.5	-31.201	-28.926	-12.417	251.70	260.01	117.47	27.897	3.9886	0.0072357
273.73	1.8637e-05	763.84	0.0013092	-92.952	-92.952	-246.37	294.86	364.36	1382.3	-0.044753	2235.2	0.14131	0.027045	0.00013948	7169.2	-31.186	-28.910	-12.411	251.74	260.06	117.48	27.869	3.9896	0.0072390
273.79	1.8754e-05	763.80	0.0013092	-92.930	-92.930	-246.29	294.89	364.39	1382.1	-0.044748	2232.0	0.14129	0.027040	0.00014033	7126.2	-31.171	-28.894	-12.405	251.79	260.10	117.50	27.841	3.9906	0.0072422
273.85	1.8871e-05	763.75	0.0013093	-92.908	-92.908	-246.21	294.92	364.42	1381.8	-0.044743	2228.8	0.14128	0.027034	0.00014117	7083.5	-31.155	-28.878	-12.399	251.83	260.15	117.51	27.814	3.9915	0.0072455
273.91	1.8989e-05	763.71	0.0013094	-92.886	-92.886	-246.13	294.96	364.45	1381.5	-0.044739	2225.6	0.14126	0.027029	0.00014202	7041.1	-31.140	-28.863	-12.393	251.87	260.19	117.52	27.786	3.9925	0.0072487
273.97	1.9107e-05	763.66	0.0013095	-92.864	-92.864	-246.05	294.99	364.48	1381.3	-0.044734	2222.4	0.14125	0.027024	0.00014288	6999.0	-31.125	-28.847	-12.387	251.92	260.23	117.53	27.759	3.9935	0.0072519
274.03	1.9227e-05	763.62	0.0013096	-92.842	-92.842	-245.97	295.03	364.51	1381.0	-0.044729	2219.2	0.14123	0.027019	0.00014374	6957.1	-31.109	-28.831	-12.382	251.96	260.28	117.55	27.731	3.9945	0.0072552
274.10	1.9346e-05	763.57	0.0013096	-92.820	-92.820	-245.89	295.06	364.53	1380.8	-0.044724	2216.1	0.14122	0.027013	0.00014460	6915.5	-31.094	-28.815	-12.376	252.01	260.32	117.56	27.704	3.9954	0.0072584
274.16	1.9467e-05	763.52	0.0013097	-92.798	-92.798	-245.81	295.10	364.56	1380.5	-0.044720	2212.9	0.14120	0.027008	0.00014547	6874.2	-31.079	-28.799	-12.370	252.05	260.37	117.57	27.676	3.9964	0.0072617
274.22	1.9588e-05	763.48	0.0013098	-92.776	-92.776	-245.73	295.13	364.59	1380.2	-0.044715	2209.8	0.14119	0.027003	0.00014635	6833.1	-31.064	-28.784	-12.364	252.10	260.41	117.59	27.649	3.9974	0.0072649
274.28	1.9710e-05	763.43	0.0013099	-92.753	-92.753	-245.65	295.17	364.62	1380.0	-0.044710	2206.6	0.14117	0.026998	0.00014722	6792.4	-31.048	-28.768	-12.358	252.14	260.46	117.60	27.622	3.9984	0.0072682
274.34	1.9833e-05	763.39	0.0013099	-92.731	-92.731	-245.57	295.20	364.65	1379.7	-0.044705	2203.5	0.14115	0.026992	0.00014811	6751.8	-31.033	-28.752	-12.352	252.18	260.50	117.61	27.594	3.9993	0.0072714
274.40	1.9956e-05	763.34	0.0013100	-92.709	-92.709	-245.48	295.24	364.68	1379.4	-0.044701	2200.3	0.14114	0.026987	0.00014900	6711.6	-31.018	-28.736	-12.346	252.23	260.54	117.62	27.567	4.0003	0.0072747
274.46	2.0080e-05	763.30	0.0013101	-92.687	-92.687	-245.40	295.27	364.70	1379.2	-0.044696	2197.2	0.14112	0.026982	0.00014989	6671.6	-31.002	-28.720	-12.340	252.27	260.59	117.64	27.540	4.0013	0.0072780
274.52	2.0205e-05	763.25	0.0013102	-92.665	-92.665	-245.32	295.30	364.73	1378.9	-0.044691	2194.1	0.14111	0.026977	0.00015079	6631.9	-30.987	-28.705	-12.334	252.32	260.63	117.65	27.512	4.0022	0.0072812
274.58	2.0331e-05	763.21	0.0013103	-92.643	-92.643	-245.24	295.34	364.76	1378.7	-0.044686	2191.0	0.14109	0.026971	0.00015169	6592.4	-30.972	-28.689	-12.327	252.36	260.68	117.66	27.485	4.0032	0.0072845
274.64	2.0457e-05	763.16	0.0013103	-92.621	-92.621	-245.16	295.37	364.79	1378.4	-0.044682	2187.9	0.14108	0.026966	0.00015260	6553.2	-30.956	-28.673	-12.321	252.41	260.72	117.67	27.458	4.0042	0.0072877
274.70	2.0584e-05	763.12	0.0013104	-92.599	-92.599	-245.08	295.41	364.82	1378.1	-0.044677	2184.8	0.14106	0.026961	0.00015351	6514.2	-30.941	-28.657	-12.315	252.45	260.77	117.69	27.431	4.0052	0.0072910
274.76	2.0711e-05	763.07	0.0013105	-92.576	-92.576	-245.00	295.44	364.85	1377.9	-0.044672	2181.7	0.14105	0.026956	0.00015443	6475.5	-30.926	-28.641	-12.309	252.50	260.81	117.70	27.404	4.0061	0.0072942
274.82	2.0840e-05	763.02	0.0013106	-92.554	-92.554	-244.92	295.48	364.88	1377.6	-0.044667	2178.6	0.14103	0.026950	0.00015535	6437.0	-30.911	-28.626	-12.303	252.54	260.86	117.71	27.377	4.0071	0.0072975
274.88	2.0969e-05	762.98	0.0013107	-92.532	-92.532	-244.84	295.51	364.90	1377.3	-0.044663	2175.5	0.14102	0.026945	0.00015628	6398.8	-30.895	-28.610	-12.296	252.58	260.90	117.72	27.350	4.0081	0.0073008
274.94	2.1099e-05	762.93	0.0013107	-92.510	-92.510	-244.76	295.55	364.93	1377.1	-0.044658	2172.5	0.14100	0.026940	0.00015721	6360.9	-30.880	-28.594	-12.290	252.63	260.94	117.74	27.323	4.0091	0.0073040
275.01	2.1229e-05	762.89	0.0013108	-92.488	-92.488	-244.68	295.58	364.96	1376.8	-0.044653	2169.4	0.14098	0.026935	0.00015815	6323.1	-30.865	-28.578	-12.284	252.67	260.99	117.75	27.296	4.0100	0.0073073
275.07	2.1360e-05	762.84	0.0013109	-92.466	-92.466	-244.60	295.62	364.99	1376.5	-0.044648	2166.3	0.14097	0.026929	0.00015909	6285.7	-30.849	-28.562	-12.278	252.72	261.03	117.76	27.269	4.0110	0.0073106
275.13	2.1492e-05	762.80	0.0013110	-92.444	-92.444	-244.52	295.65	365.02	1376.3	-0.044643	2163.3	0.14095	0.026924	0.00016004	6248.4	-30.834	-28.546	-12.271	252.76	261.08	117.78	27.242	4.0120	0.0073138
275.19	2.1625e-05	762.75	0.0013110	-92.421	-92.421	-244.44	295.69	365.05	1376.0	-0.044639	2160.2	0.14094	0.026919	0.00016099	6211.4	-30.819	-28.531	-12.265	252.81	261.12	117.79	27.215	4.0130	0.0073171
275.25	2.1759e-05	762.71	0.0013111	-92.399	-92.399	-244.36	295.72	365.08	1375.8	-0.044634	2157.2	0.14092	0.026914	0.00016195	6174.7	-30.803	-28.515	-12.258	252.85	261.17	117.80	27.188	4.0139	0.0073204
275.31	2.1893e-05	762.66	0.0013112	-92.377	-92.377	-244.28	295.75	365.10	1375.5	-0.044629	2154.2	0.14091	0.026908	0.00016291	6138.2	-30.788	-28.499	-12.252	252.90	261.21	117.81	27.161	4.0149	0.0073236
275.37	2.2028e-05	762.62	0.0013113	-92.355	-92.355	-244.20	295.79	365.13	1375.2	-0.044624	2151.1	0.14089	0.026903	0.00016388	6101.9	-30.773	-28.483	-12.246	252.94	261.26	117.83	27.134	4.0159	0.0073269
275.43	2.2164e-05	762.57	0.0013114	-92.333	-92.333	-244.12	295.82	365.16	1375.0	-0.044619	2148.1	0.14088	0.026898	0.00016486	6065.9	-30.757	-28.467	-12.239	252.98	261.30	117.84	27.108	4.0169	0.0073302
275.49	2.2300e-05	762.52	0.0013114	-92.311	-92.311	-244.03	295.86	365.19	1374.7	-0.044615	2145.1	0.14086	0.026893	0.00016584	6030.1	-30.742	-28.451	-12.233	253.03	261.34	117.85	27.081	4.0178	0.0073334
275.55	2.2438e-05	762.48	0.0013115	-92.289	-92.289	-243.95	295.89	365.22	1374.5	-0.044610	2142.1	0.14085	0.026888	0.00016682	5994.5	-30.726	-28.435	-12.226	253.07	261.39	117.86	27.054	4.0188	0.0073367
275.61	2.2576e-05	762.43	0.0013116	-92.266	-92.266	-243.87	295.93	365.25	1374.2	-0.044605	2139.1	0.14083	0.026882	0.00016781	5959.1	-30.711	-28.420	-12.220	253.12	261.43	117.88	27.028	4.0198	0.0073400
275.67	2.2714e-05	762.39	0.0013117	-92.244	-92.244	-243.79	295.96	365.28	1373.9	-0.044600	2136.1	0.14082	0.026877	0.00016880	5924.0	-30.696	-28.404	-12.213	253.16	261.48	117.89	27.001	4.0208	0.0073432
275.73	2.2854e-05	762.34	0.0013117	-92.222	-92.222	-243.71	296.00	365.31	1373.7	-0.044595	2133.1	0.14080	0.026872	0.00016981	5889.1	-30.680	-28.388	-12.206	253.21	261.52	117.90	26.974	4.0217	0.0073465
275.79	2.2995e-05	762.30	0.0013118	-92.200	-92.200	-243.63	296.03	365.33	1373.4	-0.044591	2130.2	0.14078	0.026867	0.00017081	5854.4	-30.665	-28.372	-12.200	253.25	261.57	117.91	26.948	4.0227	0.0073498
275.85	2.3136e-05	762.25	0.0013119	-92.178	-92.178	-243.55	296.07	365.36	1373.1	-0.044586	2127.2	0.14077	0.026861	0.00017182	5820.0	-30.650	-28.356	-12.193	253.30	261.61	117.93	26.921	4.0237	0.0073531
275.92	2.3278e-05	762.21	0.0013120	-92.156	-92.156	-243.47	296.10	365.39	1372.9	-0.044581	2124.2	0.14075	0.026856	0.00017284	5785.8	-30.634	-28.340	-12.187	253.34	261.66	117.94	26.895	4.0247	0.0073564
275.98	2.3420e-05	762.16	0.0013121	-92.133	-92.133	-243.39	296.14	365.42	1372.6	-0.044576	2121.3	0.14074	0.026851	0.00017386	5751.8	-30.619	-28.324	-12.180	253.39	261.70	117.95	26.868	4.0256	0.0073596
276.04	2.3564e-05	762.12	0.0013121	-92.111	-92.111	-243.31	296.17	365.45	1372.4	-0.044571	2118.3	0.14072	0.026846	0.00017489	5718.0	-30.604	-28.309	-12.173	253.43	261.75	117.96	26.842	4.0266	0.0073629
276.10	2.3708e-05	762.07	0.0013122	-92.089	-92.089	-243.23	296.21	365.48	1372.1	-0.044567	2115.4	0.14071	0.026840	0.00017592	5684.4	-30.588	-28.293	-12.166	253.47	261.79	117.98	26.816	4.0276	0.0073662
276.16	2.3854e-05	762.02	0.0013123	-92.067	-92.067	-243.15	296.24	365.51	1371.8	-0.044562	2112.4	0.14069	0.026835	0.00017696	5651.0	-30.573	-28.277	-12.160	253.52	261.83	117.99	26.789	4.0286	0.0073695
276.22	2.4000e-05	761.98	0.0013124	-92.045	-92.045	-243.07	296.28	365.54	1371.6	-0.044557	2109.5	0.14068	0.026830	0.00017800	5617.9	-30.557	-28.261	-12.153	253.56	261.88	118.00	26.763	4.0295	0.0073728
276.28	2.4146e-05	761.93	0.0013125	-92.023	-92.023	-242.99	296.31	365.57	1371.3	-0.044552	2106.6	0.14066	0.026825	0.00017905	5585.0	-30.542	-28.245	-12.146	253.61	261.92	118.02	26.737	4.0305	0.0073760
276.34	2.4294e-05	761.89	0.0013125	-92.000	-92.000	-242.91	296.35	365.59	1371.0	-0.044547	2103.6	0.14065	0.026819	0.00018011	5552.2	-30.527	-28.229	-12.139	253.65	261.97	118.03	26.710	4.0315	0.0073793
276.40	2.4442e-05	761.84	0.0013126	-91.978	-91.978	-242.83	296.38	365.62	1370.8	-0.044542	2100.7	0.14063	0.026814	0.00018117	5519.7	-30.511	-28.213	-12.132	253.70	262.01	118.04	26.684	4.0325	0.0073826
276.46	2.4592e-05	761.80	0.0013127	-91.956	-91.956	-242.75	296.42	365.65	1370.5	-0.044538	2097.8	0.14061	0.026809	0.00018223	5487.4	-30.496	-28.197	-12.125	253.74	262.06	118.05	26.658	4.0334	0.0073859
276.52	2.4742e-05	761.75	0.0013128	-91.934	-91.934	-242.67	296.45	365.68	1370.3	-0.044533	2094.9	0.14060	0.026804	0.00018331	5455.3	-30.480	-28.181	-12.119	253.79	262.10	118.07	26.632	4.0344	0.0073892
276.58	2.4893e-05	761.71	0.0013128	-91.912	-91.912	-242.59	296.49	365.71	1370.0	-0.044528	2092.0	0.14058	0.026798	0.00018438	5423.5	-30.465	-28.166	-12.112	253.83	262.15	118.08	26.606	4.0354	0.0073925
276.64	2.5045e-05	761.66	0.0013129	-91.889	-91.889	-242.51	296.52	365.74	1369.7	-0.044523	2089.1	0.14057	0.026793	0.00018547	5391.8	-30.450	-28.150	-12.105	253.88	262.19	118.09	26.580	4.0363	0.0073958
276.70	2.5197e-05	761.62	0.0013130	-91.867	-91.867	-242.43	296.56	365.77	1369.5	-0.044518	2086.3	0.14055	0.026788	0.00018656	5360.3	-30.434	-28.134	-12.098	253.92	262.24	118.10	26.554	4.0373	0.0073990
276.76	2.5351e-05	761.57	0.0013131	-91.845	-91.845	-242.35	296.59	365.80	1369.2	-0.044513	2083.4	0.14054	0.026783	0.00018765	5329.0	-30.419	-28.118	-12.091	253.97	262.28	118.12	26.527	4.0383	0.0074023
