Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
288.90	8.0217e-05	752.52	0.0013289	-87.370	-87.370	-226.53	303.74	371.88	1318.0	-0.043495	1612.8	0.13751	0.025726	0.00056887	1757.9	-27.283	-24.881	-10.224	262.99	271.31	120.61	21.900	4.2334	0.0080792
288.96	8.0657e-05	752.48	0.0013289	-87.348	-87.348	-226.45	303.77	371.91	1317.8	-0.043490	1610.9	0.13750	0.025721	0.00057187	1748.7	-27.267	-24.865	-10.213	263.04	271.36	120.62	21.880	4.2343	0.0080827
289.02	8.1098e-05	752.43	0.0013290	-87.325	-87.325	-226.37	303.81	371.94	1317.5	-0.043484	1609.0	0.13748	0.025716	0.00057488	1739.5	-27.251	-24.848	-10.201	263.08	271.40	120.63	21.860	4.2353	0.0080862
289.08	8.1542e-05	752.39	0.0013291	-87.303	-87.303	-226.29	303.84	371.97	1317.3	-0.043479	1607.1	0.13747	0.025710	0.00057790	1730.4	-27.235	-24.832	-10.190	263.13	271.45	120.65	21.839	4.2363	0.0080897
289.14	8.1988e-05	752.34	0.0013292	-87.280	-87.280	-226.21	303.88	372.01	1317.0	-0.043474	1605.2	0.13745	0.025705	0.00058094	1721.4	-27.219	-24.815	-10.178	263.18	271.49	120.66	21.819	4.2373	0.0080931
289.20	8.2436e-05	752.30	0.0013293	-87.258	-87.258	-226.14	303.92	372.04	1316.8	-0.043468	1603.2	0.13744	0.025700	0.00058399	1712.4	-27.203	-24.799	-10.166	263.22	271.54	120.67	21.798	4.2382	0.0080966
289.26	8.2886e-05	752.25	0.0013293	-87.235	-87.235	-226.06	303.95	372.07	1316.5	-0.043463	1601.3	0.13742	0.025695	0.00058706	1703.4	-27.187	-24.782	-10.155	263.27	271.58	120.68	21.778	4.2392	0.0081001
289.32	8.3339e-05	752.21	0.0013294	-87.212	-87.212	-225.98	303.99	372.10	1316.3	-0.043458	1599.5	0.13741	0.025689	0.00059014	1694.5	-27.171	-24.766	-10.143	263.31	271.63	120.69	21.758	4.2402	0.0081036
289.38	8.3794e-05	752.16	0.0013295	-87.190	-87.190	-225.90	304.03	372.13	1316.0	-0.043452	1597.6	0.13739	0.025684	0.00059324	1685.7	-27.155	-24.749	-10.131	263.36	271.68	120.71	21.737	4.2412	0.0081071
289.44	8.4251e-05	752.12	0.0013296	-87.167	-87.167	-225.82	304.06	372.17	1315.8	-0.043447	1595.7	0.13738	0.025679	0.00059635	1676.9	-27.139	-24.733	-10.120	263.40	271.72	120.72	21.717	4.2421	0.0081106
289.50	8.4710e-05	752.07	0.0013297	-87.145	-87.145	-225.75	304.10	372.20	1315.5	-0.043442	1593.8	0.13736	0.025673	0.00059947	1668.1	-27.123	-24.716	-10.108	263.45	271.77	120.73	21.697	4.2431	0.0081140
289.57	8.5171e-05	752.03	0.0013297	-87.122	-87.122	-225.67	304.14	372.23	1315.3	-0.043436	1591.9	0.13735	0.025668	0.00060261	1659.4	-27.107	-24.700	-10.096	263.50	271.81	120.74	21.676	4.2441	0.0081175
289.63	8.5635e-05	751.98	0.0013298	-87.099	-87.099	-225.59	304.17	372.26	1315.0	-0.043431	1590.0	0.13733	0.025663	0.00060577	1650.8	-27.091	-24.684	-10.084	263.54	271.86	120.76	21.656	4.2451	0.0081210
289.69	8.6101e-05	751.94	0.0013299	-87.077	-87.077	-225.51	304.21	372.29	1314.8	-0.043426	1588.1	0.13732	0.025657	0.00060894	1642.2	-27.076	-24.667	-10.073	263.59	271.90	120.77	21.636	4.2460	0.0081245
289.75	8.6570e-05	751.89	0.0013300	-87.054	-87.054	-225.43	304.25	372.32	1314.5	-0.043420	1586.3	0.13730	0.025652	0.00061212	1633.7	-27.060	-24.651	-10.061	263.63	271.95	120.78	21.616	4.2470	0.0081280
289.81	8.7040e-05	751.85	0.0013301	-87.032	-87.032	-225.36	304.28	372.36	1314.3	-0.043415	1584.4	0.13729	0.025647	0.00061532	1625.2	-27.044	-24.634	-10.049	263.68	272.00	120.79	21.596	4.2480	0.0081315
289.87	8.7514e-05	751.80	0.0013301	-87.009	-87.009	-225.28	304.32	372.39	1314.0	-0.043410	1582.5	0.13727	0.025641	0.00061853	1616.7	-27.028	-24.618	-10.037	263.72	272.04	120.81	21.576	4.2490	0.0081350
289.93	8.7989e-05	751.76	0.0013302	-86.987	-86.987	-225.20	304.36	372.42	1313.8	-0.043404	1580.7	0.13726	0.025636	0.00062176	1608.3	-27.012	-24.601	-10.025	263.77	272.09	120.82	21.555	4.2500	0.0081385
289.99	8.8467e-05	751.71	0.0013303	-86.964	-86.964	-225.12	304.39	372.45	1313.5	-0.043399	1578.8	0.13724	0.025631	0.00062501	1600.0	-26.996	-24.585	-10.013	263.82	272.13	120.83	21.535	4.2509	0.0081420
290.05	8.8947e-05	751.67	0.0013304	-86.941	-86.941	-225.04	304.43	372.48	1313.3	-0.043394	1577.0	0.13723	0.025626	0.00062827	1591.7	-26.980	-24.568	-10.001	263.86	272.18	120.84	21.515	4.2519	0.0081455
290.11	8.9429e-05	751.62	0.0013305	-86.919	-86.919	-224.97	304.47	372.52	1313.0	-0.043388	1575.1	0.13722	0.025620	0.00063154	1583.4	-26.964	-24.552	-9.9893	263.91	272.22	120.85	21.495	4.2529	0.0081490
290.17	8.9914e-05	751.57	0.0013305	-86.896	-86.896	-224.89	304.50	372.55	1312.8	-0.043383	1573.3	0.13720	0.025615	0.00063483	1575.2	-26.948	-24.535	-9.9773	263.95	272.27	120.87	21.475	4.2539	0.0081525
290.23	9.0401e-05	751.53	0.0013306	-86.874	-86.874	-224.81	304.54	372.58	1312.5	-0.043377	1571.4	0.13719	0.025610	0.00063814	1567.1	-26.931	-24.518	-9.9653	264.00	272.32	120.88	21.455	4.2548	0.0081560
290.29	9.0890e-05	751.48	0.0013307	-86.851	-86.851	-224.73	304.58	372.61	1312.3	-0.043372	1569.6	0.13717	0.025604	0.00064146	1558.9	-26.915	-24.502	-9.9533	264.04	272.36	120.89	21.435	4.2558	0.0081594
290.35	9.1382e-05	751.44	0.0013308	-86.828	-86.828	-224.65	304.61	372.64	1312.0	-0.043367	1567.7	0.13716	0.025599	0.00064480	1550.9	-26.899	-24.485	-9.9413	264.09	272.41	120.90	21.415	4.2568	0.0081629
290.41	9.1876e-05	751.39	0.0013309	-86.806	-86.806	-224.58	304.65	372.68	1311.8	-0.043361	1565.9	0.13714	0.025594	0.00064815	1542.8	-26.883	-24.469	-9.9292	264.14	272.45	120.92	21.395	4.2578	0.0081664
290.48	9.2373e-05	751.35	0.0013309	-86.783	-86.783	-224.50	304.69	372.71	1311.5	-0.043356	1564.1	0.13713	0.025588	0.00065152	1534.9	-26.867	-24.452	-9.9171	264.18	272.50	120.93	21.375	4.2587	0.0081699
290.54	9.2872e-05	751.30	0.0013310	-86.760	-86.760	-224.42	304.72	372.74	1311.3	-0.043351	1562.3	0.13711	0.025583	0.00065490	1526.9	-26.851	-24.436	-9.9051	264.23	272.54	120.94	21.356	4.2597	0.0081734
290.60	9.3374e-05	751.26	0.0013311	-86.738	-86.738	-224.34	304.76	372.77	1311.0	-0.043345	1560.4	0.13710	0.025578	0.00065830	1519.1	-26.835	-24.419	-9.8929	264.27	272.59	120.95	21.336	4.2607	0.0081770
290.66	9.3878e-05	751.21	0.0013312	-86.715	-86.715	-224.27	304.80	372.80	1310.8	-0.043340	1558.6	0.13708	0.025572	0.00066172	1511.2	-26.819	-24.403	-9.8808	264.32	272.64	120.97	21.316	4.2617	0.0081805
290.72	9.4384e-05	751.17	0.0013313	-86.693	-86.693	-224.19	304.83	372.84	1310.5	-0.043335	1556.8	0.13707	0.025567	0.00066515	1503.4	-26.803	-24.386	-9.8686	264.36	272.68	120.98	21.296	4.2626	0.0081840
290.78	9.4893e-05	751.12	0.0013313	-86.670	-86.670	-224.11	304.87	372.87	1310.3	-0.043329	1555.0	0.13705	0.025562	0.00066860	1495.7	-26.787	-24.370	-9.8565	264.41	272.73	120.99	21.276	4.2636	0.0081875
290.84	9.5405e-05	751.08	0.0013314	-86.647	-86.647	-224.03	304.91	372.90	1310.0	-0.043324	1553.2	0.13704	0.025556	0.00067206	1488.0	-26.771	-24.353	-9.8443	264.46	272.77	121.00	21.257	4.2646	0.0081910
290.90	9.5919e-05	751.03	0.0013315	-86.625	-86.625	-223.95	304.94	372.93	1309.8	-0.043318	1551.4	0.13702	0.025551	0.00067554	1480.3	-26.755	-24.337	-9.8320	264.50	272.82	121.01	21.237	4.2656	0.0081945
290.96	9.6435e-05	750.99	0.0013316	-86.602	-86.602	-223.88	304.98	372.96	1309.5	-0.043313	1549.6	0.13701	0.025546	0.00067904	1472.7	-26.739	-24.320	-9.8198	264.55	272.86	121.03	21.217	4.2665	0.0081980
291.02	9.6954e-05	750.94	0.0013317	-86.580	-86.580	-223.80	305.02	373.00	1309.3	-0.043308	1547.8	0.13699	0.025541	0.00068255	1465.1	-26.723	-24.304	-9.8075	264.59	272.91	121.04	21.197	4.2675	0.0082015
291.08	9.7476e-05	750.90	0.0013317	-86.557	-86.557	-223.72	305.05	373.03	1309.0	-0.043302	1546.0	0.13698	0.025535	0.00068608	1457.6	-26.707	-24.287	-9.7953	264.64	272.96	121.05	21.178	4.2685	0.0082050
291.14	9.8000e-05	750.85	0.0013318	-86.534	-86.534	-223.64	305.09	373.06	1308.8	-0.043297	1544.2	0.13696	0.025530	0.00068962	1450.1	-26.691	-24.270	-9.7830	264.68	273.00	121.06	21.158	4.2695	0.0082085
291.20	9.8526e-05	750.81	0.0013319	-86.512	-86.512	-223.57	305.13	373.09	1308.5	-0.043291	1542.4	0.13695	0.025525	0.00069318	1442.6	-26.675	-24.254	-9.7706	264.73	273.05	121.08	21.138	4.2705	0.0082120
291.26	9.9055e-05	750.76	0.0013320	-86.489	-86.489	-223.49	305.16	373.12	1308.3	-0.043286	1540.6	0.13693	0.025519	0.00069676	1435.2	-26.659	-24.237	-9.7583	264.78	273.09	121.09	21.119	4.2714	0.0082155
291.32	9.9587e-05	750.72	0.0013321	-86.466	-86.466	-223.41	305.20	373.16	1308.0	-0.043281	1538.8	0.13692	0.025514	0.00070035	1427.8	-26.643	-24.221	-9.7459	264.82	273.14	121.10	21.099	4.2724	0.0082191
291.39	0.00010012	750.67	0.0013321	-86.444	-86.444	-223.33	305.24	373.19	1307.8	-0.043275	1537.0	0.13690	0.025509	0.00070396	1420.5	-26.627	-24.204	-9.7335	264.87	273.18	121.11	21.080	4.2734	0.0082226
291.45	0.00010066	750.63	0.0013322	-86.421	-86.421	-223.25	305.27	373.22	1307.5	-0.043270	1535.2	0.13689	0.025503	0.00070759	1413.2	-26.611	-24.188	-9.7211	264.91	273.23	121.13	21.060	4.2744	0.0082261
291.51	0.00010120	750.58	0.0013323	-86.398	-86.398	-223.18	305.31	373.25	1307.3	-0.043264	1533.5	0.13687	0.025498	0.00071124	1406.0	-26.595	-24.171	-9.7087	264.96	273.28	121.14	21.041	4.2753	0.0082296
291.57	0.00010174	750.54	0.0013324	-86.376	-86.376	-223.10	305.35	373.29	1307.0	-0.043259	1531.7	0.13686	0.025493	0.00071490	1398.8	-26.579	-24.154	-9.6963	265.00	273.32	121.15	21.021	4.2763	0.0082331
291.63	0.00010228	750.49	0.0013325	-86.353	-86.353	-223.02	305.38	373.32	1306.8	-0.043254	1529.9	0.13684	0.025487	0.00071858	1391.6	-26.562	-24.138	-9.6838	265.05	273.37	121.16	21.002	4.2773	0.0082366
291.69	0.00010283	750.45	0.0013325	-86.330	-86.330	-222.94	305.42	373.35	1306.5	-0.043248	1528.2	0.13683	0.025482	0.00072227	1384.5	-26.546	-24.121	-9.6713	265.10	273.41	121.17	20.982	4.2783	0.0082401
291.75	0.00010338	750.40	0.0013326	-86.308	-86.308	-222.87	305.46	373.38	1306.3	-0.043243	1526.4	0.13681	0.025477	0.00072598	1377.4	-26.530	-24.105	-9.6588	265.14	273.46	121.19	20.963	4.2792	0.0082437
291.81	0.00010393	750.36	0.0013327	-86.285	-86.285	-222.79	305.49	373.41	1306.0	-0.043237	1524.6	0.13680	0.025471	0.00072971	1370.4	-26.514	-24.088	-9.6463	265.19	273.51	121.20	20.944	4.2802	0.0082472
291.87	0.00010449	750.31	0.0013328	-86.263	-86.263	-222.71	305.53	373.45	1305.8	-0.043232	1522.9	0.13679	0.025466	0.00073346	1363.4	-26.498	-24.072	-9.6337	265.23	273.55	121.21	20.924	4.2812	0.0082507
291.93	0.00010505	750.27	0.0013329	-86.240	-86.240	-222.63	305.57	373.48	1305.5	-0.043226	1521.1	0.13677	0.025461	0.00073722	1356.4	-26.482	-24.055	-9.6212	265.28	273.60	121.22	20.905	4.2822	0.0082542
291.99	0.00010561	750.22	0.0013329	-86.217	-86.217	-222.56	305.60	373.51	1305.3	-0.043221	1519.4	0.13676	0.025455	0.00074100	1349.5	-26.466	-24.038	-9.6086	265.32	273.64	121.24	20.885	4.2831	0.0082578
292.05	0.00010617	750.18	0.0013330	-86.195	-86.195	-222.48	305.64	373.54	1305.0	-0.043216	1517.6	0.13674	0.025450	0.00074480	1342.6	-26.450	-24.022	-9.5960	265.37	273.69	121.25	20.866	4.2841	0.0082613
292.11	0.00010674	750.13	0.0013331	-86.172	-86.172	-222.40	305.68	373.58	1304.8	-0.043210	1515.9	0.13673	0.025445	0.00074862	1335.8	-26.434	-24.005	-9.5833	265.42	273.73	121.26	20.847	4.2851	0.0082648
292.17	0.00010731	750.09	0.0013332	-86.149	-86.149	-222.32	305.72	373.61	1304.5	-0.043205	1514.2	0.13671	0.025440	0.00075245	1329.0	-26.418	-23.989	-9.5707	265.46	273.78	121.27	20.828	4.2861	0.0082683
292.23	0.00010788	750.04	0.0013333	-86.127	-86.127	-222.25	305.75	373.64	1304.3	-0.043199	1512.4	0.13670	0.025434	0.00075630	1322.2	-26.402	-23.972	-9.5580	265.51	273.83	121.28	20.808	4.2871	0.0082719
292.30	0.00010845	750.00	0.0013333	-86.104	-86.104	-222.17	305.79	373.67	1304.0	-0.043194	1510.7	0.13668	0.025429	0.00076017	1315.5	-26.385	-23.955	-9.5453	265.55	273.87	121.30	20.789	4.2880	0.0082754
292.36	0.00010903	749.95	0.0013334	-86.081	-86.081	-222.09	305.83	373.70	1303.8	-0.043188	1509.0	0.13667	0.025424	0.00076405	1308.8	-26.369	-23.939	-9.5326	265.60	273.92	121.31	20.770	4.2890	0.0082789
292.42	0.00010961	749.91	0.0013335	-86.059	-86.059	-222.01	305.86	373.74	1303.5	-0.043183	1507.2	0.13665	0.025418	0.00076796	1302.2	-26.353	-23.922	-9.5199	265.65	273.96	121.32	20.751	4.2900	0.0082824
292.48	0.00011019	749.86	0.0013336	-86.036	-86.036	-221.94	305.90	373.77	1303.3	-0.043178	1505.5	0.13664	0.025413	0.00077188	1295.5	-26.337	-23.905	-9.5071	265.69	274.01	121.33	20.732	4.2910	0.0082860
292.54	0.00011078	749.82	0.0013337	-86.013	-86.013	-221.86	305.94	373.80	1303.0	-0.043172	1503.8	0.13662	0.025408	0.00077582	1289.0	-26.321	-23.889	-9.4943	265.74	274.06	121.35	20.712	4.2919	0.0082895
292.60	0.00011137	749.77	0.0013337	-85.991	-85.991	-221.78	305.97	373.83	1302.8	-0.043167	1502.1	0.13661	0.025402	0.00077978	1282.4	-26.305	-23.872	-9.4815	265.78	274.10	121.36	20.693	4.2929	0.0082930
292.66	0.00011196	749.73	0.0013338	-85.968	-85.968	-221.70	306.01	373.87	1302.5	-0.043161	1500.4	0.13659	0.025397	0.00078375	1275.9	-26.289	-23.856	-9.4687	265.83	274.15	121.37	20.674	4.2939	0.0082966
292.72	0.00011255	749.68	0.0013339	-85.945	-85.945	-221.63	306.05	373.90	1302.3	-0.043156	1498.6	0.13658	0.025392	0.00078775	1269.4	-26.273	-23.839	-9.4559	265.87	274.19	121.38	20.655	4.2949	0.0083001
292.78	0.00011315	749.64	0.0013340	-85.922	-85.922	-221.55	306.08	373.93	1302.0	-0.043150	1496.9	0.13656	0.025386	0.00079176	1263.0	-26.256	-23.822	-9.4431	265.92	274.24	121.39	20.636	4.2958	0.0083036
292.84	0.00011375	749.59	0.0013341	-85.900	-85.900	-221.47	306.12	373.96	1301.8	-0.043145	1495.2	0.13655	0.025381	0.00079579	1256.6	-26.240	-23.806	-9.4302	265.97	274.28	121.41	20.617	4.2968	0.0083072
292.90	0.00011435	749.55	0.0013341	-85.877	-85.877	-221.39	306.16	374.00	1301.6	-0.043139	1493.5	0.13653	0.025376	0.00079984	1250.2	-26.224	-23.789	-9.4173	266.01	274.33	121.42	20.598	4.2978	0.0083107
292.96	0.00011495	749.50	0.0013342	-85.854	-85.854	-221.32	306.19	374.03	1301.3	-0.043134	1491.8	0.13652	0.025370	0.00080391	1243.9	-26.208	-23.772	-9.4044	266.06	274.38	121.43	20.579	4.2988	0.0083143
293.02	0.00011556	749.46	0.0013343	-85.832	-85.832	-221.24	306.23	374.06	1301.1	-0.043129	1490.1	0.13650	0.025365	0.00080800	1237.6	-26.192	-23.756	-9.3914	266.10	274.42	121.44	20.560	4.2997	0.0083178
293.08	0.00011617	749.41	0.0013344	-85.809	-85.809	-221.16	306.27	374.09	1300.8	-0.043123	1488.4	0.13649	0.025360	0.00081210	1231.4	-26.176	-23.739	-9.3785	266.15	274.47	121.46	20.541	4.3007	0.0083213
293.14	0.00011679	749.37	0.0013345	-85.786	-85.786	-221.08	306.31	374.13	1300.6	-0.043118	1486.8	0.13648	0.025354	0.00081622	1225.2	-26.160	-23.722	-9.3655	266.20	274.51	121.47	20.522	4.3017	0.0083249
293.21	0.00011740	749.32	0.0013345	-85.764	-85.764	-221.01	306.34	374.16	1300.3	-0.043112	1485.1	0.13646	0.025349	0.00082037	1219.0	-26.144	-23.706	-9.3525	266.24	274.56	121.48	20.504	4.3027	0.0083284
293.27	0.00011802	749.28	0.0013346	-85.741	-85.741	-220.93	306.38	374.19	1300.1	-0.043107	1483.4	0.13645	0.025344	0.00082453	1212.8	-26.127	-23.689	-9.3395	266.29	274.61	121.49	20.485	4.3037	0.0083320
293.33	0.00011865	749.23	0.0013347	-85.718	-85.718	-220.85	306.42	374.22	1299.8	-0.043101	1481.7	0.13643	0.025338	0.00082871	1206.7	-26.111	-23.672	-9.3265	266.33	274.65	121.50	20.466	4.3046	0.0083355
293.39	0.00011927	749.19	0.0013348	-85.696	-85.696	-220.77	306.45	374.26	1299.6	-0.043096	1480.0	0.13642	0.025333	0.00083291	1200.6	-26.095	-23.656	-9.3134	266.38	274.70	121.52	20.447	4.3056	0.0083390
293.45	0.00011990	749.14	0.0013349	-85.673	-85.673	-220.70	306.49	374.29	1299.3	-0.043090	1478.3	0.13640	0.025328	0.00083712	1194.6	-26.079	-23.639	-9.3003	266.43	274.74	121.53	20.428	4.3066	0.0083426
293.51	0.00012053	749.10	0.0013349	-85.650	-85.650	-220.62	306.53	374.32	1299.1	-0.043085	1476.7	0.13639	0.025322	0.00084136	1188.6	-26.063	-23.623	-9.2872	266.47	274.79	121.54	20.409	4.3076	0.0083461
293.57	0.00012117	749.05	0.0013350	-85.627	-85.627	-220.54	306.56	374.35	1298.8	-0.043079	1475.0	0.13637	0.025317	0.00084562	1182.6	-26.047	-23.606	-9.2741	266.52	274.84	121.55	20.391	4.3085	0.0083497
293.63	0.00012181	749.01	0.0013351	-85.605	-85.605	-220.46	306.60	374.39	1298.6	-0.043074	1473.3	0.13636	0.025312	0.00084989	1176.6	-26.030	-23.589	-9.2610	266.56	274.88	121.57	20.372	4.3095	0.0083532
293.69	0.00012245	748.96	0.0013352	-85.582	-85.582	-220.39	306.64	374.42	1298.3	-0.043068	1471.7	0.13634	0.025306	0.00085419	1170.7	-26.014	-23.572	-9.2478	266.61	274.93	121.58	20.353	4.3105	0.0083568
293.75	0.00012309	748.92	0.0013353	-85.559	-85.559	-220.31	306.68	374.45	1298.1	-0.043063	1470.0	0.13633	0.025301	0.00085850	1164.8	-25.998	-23.556	-9.2347	266.65	274.97	121.59	20.335	4.3115	0.0083603
293.81	0.00012374	748.87	0.0013353	-85.537	-85.537	-220.23	306.71	374.48	1297.8	-0.043057	1468.4	0.13631	0.025296	0.00086284	1159.0	-25.982	-23.539	-9.2215	266.70	275.02	121.60	20.316	4.3124	0.0083639
293.87	0.00012439	748.83	0.0013354	-85.514	-85.514	-220.15	306.75	374.52	1297.6	-0.043052	1466.7	0.13630	0.025291	0.00086719	1153.1	-25.966	-23.522	-9.2083	266.75	275.06	121.61	20.297	4.3134	0.0083674
293.93	0.00012504	748.78	0.0013355	-85.491	-85.491	-220.08	306.79	374.55	1297.3	-0.043046	1465.1	0.13628	0.025285	0.00087156	1147.4	-25.950	-23.506	-9.1950	266.79	275.11	121.63	20.279	4.3144	0.0083710
293.99	0.00012570	748.74	0.0013356	-85.468	-85.468	-220.00	306.82	374.58	1297.1	-0.043041	1463.4	0.13627	0.025280	0.00087596	1141.6	-25.933	-23.489	-9.1818	266.84	275.16	121.64	20.260	4.3154	0.0083745
294.05	0.00012636	748.69	0.0013357	-85.446	-85.446	-219.92	306.86	374.62	1296.8	-0.043035	1461.8	0.13625	0.025275	0.00088037	1135.9	-25.917	-23.472	-9.1685	266.88	275.20	121.65	20.241	4.3164	0.0083781
294.12	0.00012702	748.65	0.0013357	-85.423	-85.423	-219.85	306.90	374.65	1296.6	-0.043030	1460.1	0.13624	0.025269	0.00088480	1130.2	-25.901	-23.456	-9.1552	266.93	275.25	121.66	20.223	4.3173	0.0083816
294.18	0.00012768	748.60	0.0013358	-85.400	-85.400	-219.77	306.93	374.68	1296.4	-0.043024	1458.5	0.13622	0.025264	0.00088926	1124.5	-25.885	-23.439	-9.1419	266.98	275.29	121.68	20.204	4.3183	0.0083852
294.24	0.00012835	748.56	0.0013359	-85.377	-85.377	-219.69	306.97	374.71	1296.1	-0.043019	1456.8	0.13621	0.025259	0.00089373	1118.9	-25.869	-23.422	-9.1286	267.02	275.34	121.69	20.186	4.3193	0.0083888
294.30	0.00012902	748.51	0.0013360	-85.355	-85.355	-219.61	307.01	374.75	1295.9	-0.043013	1455.2	0.13620	0.025253	0.00089822	1113.3	-25.852	-23.406	-9.1152	267.07	275.39	121.70	20.167	4.3203	0.0083923
294.36	0.00012970	748.47	0.0013361	-85.332	-85.332	-219.54	307.05	374.78	1295.6	-0.043008	1453.6	0.13618	0.025248	0.00090273	1107.7	-25.836	-23.389	-9.1018	267.11	275.43	121.71	20.149	4.3212	0.0083959
294.42	0.00013038	748.42	0.0013361	-85.309	-85.309	-219.46	307.08	374.81	1295.4	-0.043002	1452.0	0.13617	0.025243	0.00090727	1102.2	-25.820	-23.372	-9.0884	267.16	275.48	121.72	20.130	4.3222	0.0083994
294.48	0.00013106	748.38	0.0013362	-85.287	-85.287	-219.38	307.12	374.84	1295.1	-0.042997	1450.3	0.13615	0.025237	0.00091182	1096.7	-25.804	-23.355	-9.0750	267.21	275.52	121.74	20.112	4.3232	0.0084030
294.54	0.00013174	748.33	0.0013363	-85.264	-85.264	-219.30	307.16	374.88	1294.9	-0.042991	1448.7	0.13614	0.025232	0.00091640	1091.2	-25.788	-23.339	-9.0616	267.25	275.57	121.75	20.093	4.3242	0.0084066
294.60	0.00013243	748.29	0.0013364	-85.241	-85.241	-219.23	307.19	374.91	1294.6	-0.042986	1447.1	0.13612	0.025227	0.00092099	1085.8	-25.771	-23.322	-9.0481	267.30	275.62	121.76	20.075	4.3251	0.0084101
294.66	0.00013312	748.24	0.0013365	-85.218	-85.218	-219.15	307.23	374.94	1294.4	-0.042980	1445.5	0.13611	0.025221	0.00092561	1080.4	-25.755	-23.305	-9.0347	267.34	275.66	121.77	20.057	4.3261	0.0084137
294.72	0.00013382	748.20	0.0013365	-85.196	-85.196	-219.07	307.27	374.98	1294.1	-0.042975	1443.9	0.13609	0.025216	0.00093024	1075.0	-25.739	-23.289	-9.0212	267.39	275.71	121.79	20.038	4.3271	0.0084173
294.78	0.00013451	748.15	0.0013366	-85.173	-85.173	-219.00	307.31	375.01	1293.9	-0.042969	1442.2	0.13608	0.025211	0.00093490	1069.6	-25.723	-23.272	-9.0077	267.44	275.75	121.80	20.020	4.3281	0.0084208
294.84	0.00013522	748.11	0.0013367	-85.150	-85.150	-218.92	307.34	375.04	1293.6	-0.042964	1440.6	0.13606	0.025205	0.00093958	1064.3	-25.706	-23.255	-8.9941	267.48	275.80	121.81	20.002	4.3290	0.0084244
294.90	0.00013592	748.06	0.0013368	-85.127	-85.127	-218.84	307.38	375.07	1293.4	-0.042958	1439.0	0.13605	0.025200	0.00094428	1059.0	-25.690	-23.238	-8.9806	267.53	275.85	121.82	19.983	4.3300	0.0084279
294.96	0.00013663	748.02	0.0013369	-85.105	-85.105	-218.76	307.42	375.11	1293.1	-0.042953	1437.4	0.13603	0.025195	0.00094900	1053.7	-25.674	-23.222	-8.9670	267.57	275.89	121.83	19.965	4.3310	0.0084315
295.03	0.00013734	747.97	0.0013369	-85.082	-85.082	-218.69	307.45	375.14	1292.9	-0.042947	1435.8	0.13602	0.025189	0.00095374	1048.5	-25.658	-23.205	-8.9534	267.62	275.94	121.85	19.947	4.3320	0.0084351
295.09	0.00013805	747.93	0.0013370	-85.059	-85.059	-218.61	307.49	375.17	1292.7	-0.042942	1434.2	0.13600	0.025184	0.00095850	1043.3	-25.642	-23.188	-8.9398	267.67	275.98	121.86	19.929	4.3330	0.0084387
295.15	0.00013877	747.88	0.0013371	-85.036	-85.036	-218.53	307.53	375.20	1292.4	-0.042936	1432.6	0.13599	0.025179	0.00096328	1038.1	-25.625	-23.171	-8.9262	267.71	276.03	121.87	19.910	4.3339	0.0084422
295.21	0.00013949	747.84	0.0013372	-85.013	-85.013	-218.46	307.57	375.24	1292.2	-0.042931	1431.1	0.13597	0.025173	0.00096809	1033.0	-25.609	-23.155	-8.9125	267.76	276.08	121.88	19.892	4.3349	0.0084458
295.27	0.00014021	747.79	0.0013373	-84.991	-84.991	-218.38	307.60	375.27	1291.9	-0.042925	1429.5	0.13596	0.025168	0.00097292	1027.8	-25.593	-23.138	-8.8989	267.80	276.12	121.89	19.874	4.3359	0.0084494
295.33	0.00014094	747.75	0.0013374	-84.968	-84.968	-218.30	307.64	375.30	1291.7	-0.042920	1427.9	0.13595	0.025163	0.00097776	1022.7	-25.577	-23.121	-8.8852	267.85	276.17	121.91	19.856	4.3369	0.0084529
295.39	0.00014167	747.70	0.0013374	-84.945	-84.945	-218.22	307.68	375.34	1291.4	-0.042914	1426.3	0.13593	0.025157	0.00098263	1017.7	-25.560	-23.104	-8.8715	267.90	276.21	121.92	19.838	4.3378	0.0084565
295.45	0.00014241	747.66	0.0013375	-84.922	-84.922	-218.15	307.71	375.37	1291.2	-0.042909	1424.7	0.13592	0.025152	0.00098752	1012.6	-25.544	-23.088	-8.8577	267.94	276.26	121.93	19.820	4.3388	0.0084601
295.51	0.00014314	747.61	0.0013376	-84.900	-84.900	-218.07	307.75	375.40	1290.9	-0.042903	1423.1	0.13590	0.025147	0.00099244	1007.6	-25.528	-23.071	-8.8440	267.99	276.31	121.94	19.802	4.3398	0.0084637
